houseValue,income,houseAge,rooms,bedrooms,population,households,latitude,longitude
303700,5.6704000,35,1742,283,812,282,33.9100000,-118.3700000
294800,5.6482000,35,1651,269,707,252,33.9000000,-118.3700000
256300,3.3409000,32,332,103,177,102,33.9000000,-118.3700000
289600,5.8374000,36,2904,515,1463,534,33.9100000,-118.3800000
231300,2.7813000,19,1949,559,1282,498,33.9100000,-118.3500000
265000,3.5234000,31,2583,663,1675,612,33.9100000,-118.3500000
241400,4.0775000,28,2108,534,1485,536,33.9100000,-118.3500000
264500,3.8700000,26,2159,523,1331,520,33.9100000,-118.3500000
272800,2.8512000,25,1884,554,1337,549,33.9100000,-118.3500000
237000,3.0417000,25,3309,902,2299,837,33.9000000,-118.3500000
269700,4.3187000,32,1660,366,928,398,33.9100000,-118.3500000
244000,4.8409000,29,2461,535,1236,482,33.9100000,-118.3500000
235400,3.8250000,34,2055,448,1134,408,33.9100000,-118.3500000
243100,4.1000000,36,2064,474,1366,421,33.9100000,-118.3600000
230000,3.9485000,32,1056,225,565,231,33.9000000,-118.3500000
230400,3.5313000,39,1166,222,640,206,33.9000000,-118.3600000
185400,3.2670000,23,969,288,670,251,33.9200000,-118.3300000
181800,3.3491000,39,1224,312,1106,333,33.9100000,-118.3300000
202100,3.2649000,17,3724,1023,2536,971,33.9100000,-118.3400000
183300,3.5903000,35,1092,302,962,297,33.9100000,-118.3300000
185700,2.4741000,8,3937,1404,2691,1142,33.9100000,-118.3400000
193800,3.4250000,6,1047,271,740,248,33.9200000,-118.3400000
192300,2.6689000,12,9975,3638,7429,3405,33.9100000,-118.3400000
192700,2.4550000,8,10731,3335,7211,3028,33.9100000,-118.3300000
177900,3.8173000,31,1415,339,874,289,33.9100000,-118.3100000
181100,4.2596000,36,961,173,625,179,33.9100000,-118.3100000
180500,4.2083000,33,1729,396,1073,344,33.9100000,-118.3200000
181300,4.2000000,35,940,197,640,215,33.9100000,-118.3200000
184500,3.6654000,35,881,159,605,170,33.9100000,-118.3200000
181300,4.5304000,34,3041,677,1920,640,33.9100000,-118.3200000
180500,5.7528000,34,1068,198,757,231,33.9100000,-118.3200000
188000,3.6625000,35,3189,680,1882,651,33.9000000,-118.3200000
146400,4.8456000,35,1307,246,672,219,33.9200000,-118.3100000
158000,5.0653000,35,1580,266,926,282,33.9300000,-118.3100000
157800,4.9615000,34,1536,273,804,287,33.9300000,-118.3200000
152800,4.8304000,35,1281,219,710,184,33.9200000,-118.3200000
137200,2.0437000,31,3894,1017,3590,962,33.9300000,-118.2900000
145200,3.6920000,34,1799,362,1293,355,33.9200000,-118.2900000
155500,5.3292000,34,1374,240,906,248,33.9200000,-118.2900000
154700,3.0139000,34,2053,382,1258,380,33.9200000,-118.3000000
169400,3.7969000,29,2228,396,1140,352,33.9300000,-118.3000000
155100,3.0147000,30,1842,476,1491,420,33.9100000,-118.3000000
172600,2.6182000,34,1617,493,1530,500,33.9100000,-118.3000000
171300,2.6312000,28,1576,400,891,378,33.9000000,-118.3100000
177500,2.3043000,28,1501,446,1028,418,33.9100000,-118.2900000
159400,1.7714000,27,1013,394,1067,400,33.9000000,-118.2900000
208800,3.6000000,29,2617,668,1868,647,33.9000000,-118.3000000
224100,3.4000000,27,3267,762,2099,647,33.9000000,-118.3000000
173600,2.9559000,13,2455,661,1975,618,33.9000000,-118.3000000
181400,3.2870000,19,2421,689,1726,660,33.9000000,-118.3000000
207800,3.0329000,30,2756,858,1806,787,33.8900000,-118.3000000
218100,3.2850000,37,2132,565,1369,565,33.8900000,-118.3000000
198400,3.5417000,38,1400,399,1131,405,33.9000000,-118.3100000
208900,2.7428000,33,2138,567,1072,528,33.8900000,-118.2900000
218200,4.2171000,32,2355,583,1605,571,33.8900000,-118.2900000
218600,3.0739000,36,1751,438,1175,419,33.8800000,-118.2900000
237000,3.3281000,21,4946,1231,3186,1167,33.8800000,-118.2900000
214700,3.1597000,27,3144,722,1510,680,33.8700000,-118.3000000
234900,5.0641000,31,1398,261,823,263,33.8700000,-118.3000000
253600,4.0536000,26,1221,312,807,330,33.8800000,-118.3000000
247700,3.7375000,29,850,229,563,204,33.8800000,-118.3000000
195300,3.2574000,30,1348,333,885,322,33.8800000,-118.3000000
242100,2.8445000,35,3227,749,1881,696,33.8800000,-118.3000000
242300,3.5644000,32,2421,671,1491,587,33.8800000,-118.3100000
238000,3.5556000,35,1939,412,1036,400,33.8800000,-118.3100000
237500,2.3812000,21,1490,430,686,400,33.8800000,-118.3100000
194700,3.4792000,30,2407,581,1724,531,33.9000000,-118.3100000
220600,3.7639000,37,2278,508,1257,498,33.8900000,-118.3100000
231500,4.1458000,35,2144,423,1192,417,33.8900000,-118.3100000
212100,4.0473000,36,1520,300,831,291,33.9000000,-118.3200000
210300,4.1344000,36,1741,412,1245,423,33.9000000,-118.3200000
216400,3.0526000,37,1664,401,1316,409,33.9000000,-118.3200000
210100,4.2813000,45,1928,453,1323,458,33.8900000,-118.3200000
220600,5.1669000,44,1300,252,695,249,33.8900000,-118.3200000
242000,4.5053000,34,2675,560,1270,492,33.8900000,-118.3200000
163900,2.6091000,21,6603,1984,5546,1745,33.9000000,-118.3300000
224600,4.9779000,23,2395,498,1309,493,33.9000000,-118.3400000
227300,5.5133000,37,542,105,355,118,33.9000000,-118.3400000
242700,4.7426000,36,1158,219,628,253,33.9000000,-118.3400000
236600,4.1776000,36,1342,259,706,261,33.9000000,-118.3400000
226900,4.1953000,39,1880,361,982,357,33.8900000,-118.3300000
230800,5.1874000,42,1816,338,897,306,33.8900000,-118.3300000
245900,6.0088000,36,2392,444,1346,445,33.8900000,-118.3400000
244500,5.3730000,36,2274,411,1232,423,33.8900000,-118.3400000
207900,2.8777000,13,2887,853,2197,800,33.9000000,-118.3500000
225000,3.4698000,31,1547,344,956,287,33.9000000,-118.3500000
232400,4.8750000,31,981,222,734,239,33.9000000,-118.3500000
229000,3.6486000,29,2940,708,2175,684,33.8900000,-118.3500000
233900,4.1552000,34,1740,387,1249,375,33.8900000,-118.3500000
205000,2.9551000,41,1355,349,655,329,33.9000000,-118.3600000
220300,3.3971000,22,1127,287,697,241,33.9000000,-118.3500000
240000,4.2829000,30,1143,299,776,273,33.8900000,-118.3500000
228000,3.3750000,37,1719,426,1266,424,33.8900000,-118.3600000
227600,5.3169000,34,760,174,723,198,33.8900000,-118.3600000
214000,4.0727000,18,3380,922,2276,854,33.9000000,-118.3600000
215000,3.1325000,27,2837,684,2141,648,33.8900000,-118.3600000
236800,4.2454000,33,2408,534,1644,523,33.8800000,-118.3600000
260800,2.6500000,28,1313,319,827,308,33.8800000,-118.3600000
267400,3.2049000,25,2845,710,1611,628,33.8800000,-118.3600000
275000,2.7981000,22,1388,336,930,287,33.8800000,-118.3600000
230700,3.9844000,26,1375,286,829,278,33.8800000,-118.3600000
232700,3.0833000,25,1769,440,1371,414,33.8900000,-118.3500000
238200,4.0737000,36,1583,411,1097,350,33.8800000,-118.3500000
233300,3.2589000,42,725,183,493,172,33.8800000,-118.3400000
225800,4.4000000,44,822,180,480,177,33.8800000,-118.3500000
233900,3.2594000,36,1567,362,1054,386,33.8800000,-118.3500000
237500,3.3500000,25,1459,362,1150,354,33.8800000,-118.3500000
255000,2.4250000,40,1896,416,950,383,33.7400000,-118.3000000
270500,3.9375000,28,1065,215,887,217,33.7400000,-118.3000000
247200,5.2500000,41,80,20,61,23,33.9200000,-118.3900000
345800,5.9499000,25,1453,271,695,283,33.9200000,-118.4000000
363800,4.5987000,32,2828,629,1313,534,33.9200000,-118.4000000
376100,4.7319000,35,2217,447,1000,450,33.9300000,-118.4000000
363900,5.0596000,38,3328,625,1455,619,33.9300000,-118.4100000
358000,4.2333000,32,2590,607,1132,555,33.9200000,-118.4100000
337500,4.5729000,22,2340,584,1141,554,33.9200000,-118.4100000
339700,4.1818000,22,2514,605,1225,568,33.9300000,-118.4100000
358000,5.2338000,38,1437,272,590,250,33.9200000,-118.4100000
275000,3.6389000,29,1436,401,674,343,33.9200000,-118.4100000
361300,3.8086000,25,3521,852,1524,764,33.9200000,-118.4200000
346000,5.0594000,41,1621,279,756,277,33.9200000,-118.4200000
341400,4.9286000,39,2988,605,1466,610,33.9300000,-118.4200000
382200,4.5743000,28,4603,993,2191,943,33.9300000,-118.4200000
500001,5.5347000,29,1929,523,686,455,33.9000000,-118.4200000
500001,5.4088000,27,1536,377,553,326,33.9000000,-118.4300000
492200,7.3151000,34,2674,435,1087,431,33.9000000,-118.4000000
500001,7.8924000,37,2458,400,920,375,33.9000000,-118.4000000
472100,8.4680000,39,2311,404,1044,380,33.9000000,-118.4100000
500001,7.5552000,39,2040,336,926,351,33.9000000,-118.4100000
500001,6.6494000,35,2020,451,724,399,33.8800000,-118.4400000
500001,5.3080000,37,1576,345,662,340,33.9000000,-118.4200000
500001,5.9596000,43,1394,321,552,296,33.9000000,-118.4200000
500001,7.2316000,31,1428,320,677,331,33.8900000,-118.4100000
500001,9.0812000,35,1194,292,507,295,33.8900000,-118.4100000
500001,6.3861000,38,4166,828,1600,770,33.8900000,-118.4100000
500001,6.3480000,34,2959,639,1143,593,33.8900000,-118.4100000
500001,5.0497000,31,702,161,236,144,33.8900000,-118.4100000
477100,7.9059000,38,2868,466,1098,438,33.9000000,-118.4000000
481500,6.6321000,36,2334,430,1033,407,33.8900000,-118.4000000
500001,7.9611000,31,2926,492,1149,476,33.8900000,-118.4000000
500001,8.1596000,36,2127,314,807,306,33.8900000,-118.4000000
500001,8.2037000,7,4314,725,1699,718,33.9000000,-118.3900000
379300,6.5745000,35,1778,330,732,312,33.8900000,-118.3800000
460400,6.3434000,30,2532,464,1056,419,33.8900000,-118.3900000
422700,7.3356000,38,1851,332,750,314,33.8900000,-118.3900000
438100,7.1845000,40,826,143,389,147,33.8900000,-118.3900000
329200,5.0299000,40,756,122,371,130,33.8900000,-118.3600000
336200,4.4271000,44,1362,237,709,247,33.8800000,-118.3600000
324000,4.4211000,44,1325,245,669,253,33.8800000,-118.3700000
342600,5.5335000,21,966,172,417,158,33.8800000,-118.3700000
359400,5.2999000,33,1313,244,561,217,33.8800000,-118.3800000
356800,5.6091000,21,2696,548,1142,473,33.8900000,-118.3700000
335900,5.9619000,20,2439,474,1219,497,33.8800000,-118.3700000
295800,4.7404000,31,2518,543,1107,508,33.8800000,-118.3600000
293000,4.9375000,19,2512,575,1275,544,33.8700000,-118.3600000
304200,6.0200000,19,757,148,361,141,33.8700000,-118.3700000
334200,4.5357000,27,1688,331,811,327,33.8800000,-118.3700000
316900,4.6750000,27,2287,491,1101,466,33.8700000,-118.3800000
345500,5.5771000,27,3039,606,1421,564,33.8800000,-118.3800000
340700,4.4828000,26,2620,530,1282,525,33.8800000,-118.3700000
281900,3.9868000,17,1082,291,598,281,33.8700000,-118.3600000
290000,3.4208000,22,2114,541,1300,538,33.8700000,-118.3600000
338600,5.0114000,18,2516,485,1128,433,33.8700000,-118.3700000
294000,3.5048000,13,2907,726,1573,694,33.8700000,-118.3700000
297400,5.5456000,35,2126,434,1044,433,33.8600000,-118.3600000
295900,5.0784000,37,1768,314,802,290,33.8600000,-118.3600000
305900,5.5430000,34,1865,345,963,302,33.8600000,-118.3600000
324000,4.1190000,28,2685,581,1243,529,33.8600000,-118.3700000
359900,6.5755000,23,1829,331,891,356,33.8700000,-118.3700000
292900,4.9821000,21,4151,1018,2054,925,33.8700000,-118.3800000
321900,5.7415000,17,2791,579,1467,583,33.8700000,-118.3800000
337900,5.8518000,23,2387,418,1008,415,33.8700000,-118.3800000
340400,7.5210000,19,3303,584,1329,569,33.8700000,-118.3900000
365500,6.4242000,12,4235,735,1798,683,33.8600000,-118.3800000
352700,6.7613000,29,2787,475,1182,444,33.8600000,-118.3800000
333800,6.3021000,24,3124,560,1312,542,33.8600000,-118.3800000
329300,7.6740000,15,1778,311,908,330,33.8600000,-118.3800000
337600,6.9021000,33,1993,371,918,361,33.8700000,-118.3800000
456100,4.8611000,39,1489,282,743,270,33.8800000,-118.3800000
453700,5.0602000,34,1830,315,822,307,33.8800000,-118.3800000
474300,7.6685000,33,2496,387,1098,404,33.8800000,-118.3900000
472700,6.0770000,34,1973,367,843,345,33.8800000,-118.3900000
495500,5.9683000,33,2543,439,1098,416,33.8800000,-118.3900000
500001,8.1513000,31,1448,244,607,259,33.8800000,-118.3900000
470000,6.0441000,35,1267,216,521,191,33.8800000,-118.3900000
442100,4.7500000,36,2501,443,1031,422,33.8800000,-118.3800000
500001,7.2651000,36,3022,482,1278,494,33.8800000,-118.4000000
500001,9.3399000,36,1543,214,474,187,33.8800000,-118.4000000
500001,7.5000000,35,1753,296,615,275,33.8800000,-118.4000000
500001,6.3403000,34,540,107,213,104,33.8800000,-118.4100000
500001,8.0015000,35,1060,191,444,196,33.8800000,-118.4000000
500001,7.9614000,43,2492,449,1033,437,33.8800000,-118.4100000
500001,5.2533000,40,925,254,371,227,33.8800000,-118.4100000
500001,7.0842000,34,1471,308,498,264,33.8800000,-118.4100000
500001,6.8220000,41,847,173,344,170,33.8700000,-118.4300000
434500,5.2276000,26,6712,1441,2803,1394,33.8700000,-118.4000000
394600,5.9683000,34,2395,469,1087,438,33.8700000,-118.3900000
500001,7.1264000,34,358,87,162,84,33.8600000,-118.4300000
472700,6.2356000,42,1516,341,634,327,33.8800000,-118.4000000
479500,6.4350000,40,1679,372,719,385,33.8700000,-118.4000000
500001,5.2319000,38,2398,431,911,392,33.8700000,-118.4000000
500001,6.3231000,45,2093,497,842,472,33.8700000,-118.4000000
469800,5.0976000,34,3145,786,1352,727,33.8700000,-118.4000000
500001,5.3816000,45,2181,505,965,471,33.8700000,-118.4000000
392400,5.6870000,34,2361,442,915,437,33.8600000,-118.3900000
368400,6.1404000,28,3619,764,1735,789,33.8600000,-118.3900000
400700,4.8971000,24,2386,582,1152,568,33.8600000,-118.3900000
380800,5.1677000,18,5152,1365,2286,1243,33.8600000,-118.4000000
430000,5.6017000,29,2085,533,919,489,33.8500000,-118.4000000
500001,4.7105000,41,2237,597,938,523,33.8600000,-118.4000000
435000,5.0322000,43,1584,477,799,433,33.8500000,-118.4200000
378100,4.9384000,28,4430,928,2131,885,33.8500000,-118.3800000
384600,5.5843000,31,3533,729,1647,679,33.8500000,-118.3800000
366200,5.7128000,24,4373,871,1830,824,33.8500000,-118.3900000
336400,4.4250000,16,6123,1989,2853,1789,33.8500000,-118.4100000
349000,4.3594000,17,1610,379,670,341,33.8500000,-118.3900000
379800,5.4968000,25,5775,1149,2637,1117,33.8400000,-118.3800000
384800,4.4615000,20,2270,498,1070,521,33.8300000,-118.3800000
432700,5.1626000,40,3070,570,1264,506,33.8300000,-118.3800000
355300,6.0382000,26,2869,567,1157,538,33.8400000,-118.3800000
348600,5.1370000,16,2472,572,965,529,33.8400000,-118.3900000
420200,5.1450000,19,6206,1611,2455,1472,33.8300000,-118.4300000
500001,5.6370000,32,2075,539,954,519,33.8300000,-118.3900000
500001,4.5817000,30,3433,918,1526,828,33.8200000,-118.3900000
500001,4.6048000,34,2112,614,946,574,33.8200000,-118.4300000
381200,4.5687000,32,2815,607,1338,609,33.8200000,-118.3700000
439200,5.1589000,35,3053,623,1311,589,33.8200000,-118.3800000
416700,6.0308000,38,1318,237,547,225,33.8200000,-118.3800000
427200,4.5179000,35,2152,454,902,414,33.8300000,-118.3800000
260700,2.4219000,33,2147,505,1371,498,33.8800000,-118.3100000
271900,5.3244000,28,3763,762,1967,724,33.8700000,-118.3200000
282100,4.3036000,35,1818,339,828,319,33.8800000,-118.3200000
280300,5.5538000,34,1803,341,947,333,33.8800000,-118.3200000
269000,6.4781000,37,1402,254,722,251,33.8800000,-118.3200000
270000,3.1505000,30,1856,444,899,435,33.8800000,-118.3300000
283300,3.2417000,36,1271,346,811,345,33.8800000,-118.3300000
265600,3.9167000,44,724,133,373,133,33.8700000,-118.3300000
266600,3.6988000,28,4605,1188,2558,1093,33.8700000,-118.3400000
298400,3.8657000,31,3122,727,1885,715,33.8800000,-118.3400000
296300,4.7543000,27,3348,695,1545,625,33.8700000,-118.3100000
325200,6.6632000,29,2243,361,1051,352,33.8600000,-118.3100000
291700,4.6563000,32,3485,678,1715,649,33.8600000,-118.3200000
283800,5.6254000,35,2380,404,1212,422,33.8700000,-118.3200000
255900,4.6406000,34,1069,217,601,212,33.8700000,-118.3400000
267100,4.2614000,36,2219,406,1219,403,33.8700000,-118.3300000
278100,6.4891000,35,743,128,385,137,33.8700000,-118.3300000
252300,6.4391000,34,495,90,269,93,33.8600000,-118.3200000
255400,6.0335000,38,914,176,519,174,33.8600000,-118.3300000
259600,6.3992000,36,854,160,473,150,33.8600000,-118.3300000
248600,4.0000000,38,1059,218,561,205,33.8600000,-118.3300000
279400,5.2590000,36,2223,360,1162,376,33.8600000,-118.3400000
285900,5.4791000,35,1936,343,1008,346,33.8600000,-118.3400000
286500,5.3743000,28,2948,566,1445,524,33.8700000,-118.3400000
261300,4.5833000,37,1420,286,886,290,33.8700000,-118.3500000
279600,5.5000000,34,2823,500,1429,483,33.8700000,-118.3500000
257000,3.6169000,28,2319,579,1369,564,33.8700000,-118.3500000
281500,3.9732000,28,2075,463,1216,446,33.8600000,-118.3500000
271300,4.3859000,24,2139,481,971,418,33.8600000,-118.3500000
309700,6.2778000,36,1561,252,740,253,33.8400000,-118.3400000
314100,5.3131000,36,1364,251,668,245,33.8400000,-118.3300000
331900,5.2690000,36,1407,231,676,231,33.8400000,-118.3400000
358500,5.3990000,34,1761,329,965,329,33.8300000,-118.3400000
350900,5.8972000,35,1818,353,853,321,33.8300000,-118.3400000
330700,5.7422000,37,1249,218,583,214,33.8600000,-118.3600000
354200,5.0000000,34,1770,291,916,289,33.8500000,-118.3500000
348200,5.6426000,35,1248,206,551,185,33.8500000,-118.3500000
334400,4.8906000,36,1390,230,683,219,33.8500000,-118.3600000
332600,5.2799000,36,681,122,360,128,33.8600000,-118.3600000
341200,6.1599000,34,2415,404,1278,414,33.8500000,-118.3700000
349300,6.1133000,34,1086,197,509,158,33.8500000,-118.3600000
395300,5.7850000,25,5622,998,2537,1009,33.8500000,-118.3700000
354700,3.5414000,22,13133,3680,7180,3522,33.8400000,-118.3500000
361300,3.7030000,22,11016,3170,6664,2838,33.8400000,-118.3600000
410000,6.3974000,29,3662,586,1626,611,33.8500000,-118.3700000
379000,5.3773000,27,3245,605,1572,556,33.8400000,-118.3700000
342000,6.1187000,36,1102,193,522,172,33.8300000,-118.3500000
353600,5.1984000,36,1660,300,943,300,33.8300000,-118.3600000
343000,5.7654000,35,1577,279,743,274,33.8400000,-118.3600000
342800,4.9583000,35,1792,322,978,326,33.8400000,-118.3700000
343400,5.9143000,35,1378,247,645,217,33.8300000,-118.3600000
350200,5.6013000,35,2828,487,1439,490,33.8300000,-118.3600000
353400,4.7308000,35,1207,207,601,213,33.8300000,-118.3700000
339000,6.7105000,32,1751,328,819,323,33.8400000,-118.3700000
286400,5.5023000,5,13038,2679,5272,2523,33.8300000,-118.3300000
234800,3.5073000,42,3146,770,1859,740,33.8500000,-118.3200000
270700,3.6250000,52,1819,464,1068,424,33.8400000,-118.3100000
318900,3.8456000,51,2399,516,1160,514,33.8300000,-118.3200000
376100,1.6228000,42,1486,420,897,377,33.8400000,-118.3200000
225000,2.7750000,50,696,311,382,234,33.8300000,-118.3100000
273000,2.9375000,45,2929,755,1635,652,33.8300000,-118.3100000
279900,3.4020000,35,3462,814,1902,700,33.8200000,-118.3100000
310000,5.2363000,19,3792,790,2105,834,33.8300000,-118.3200000
323700,4.1406000,39,2198,425,1160,436,33.8200000,-118.3100000
361700,5.4925000,26,2345,408,1195,377,33.8200000,-118.3100000
362600,4.1169000,23,3942,748,1679,711,33.8100000,-118.3100000
336000,4.3056000,30,1773,356,905,352,33.8100000,-118.3100000
382100,4.4271000,25,2587,512,1219,509,33.8200000,-118.3200000
379500,7.0935000,22,2508,402,1254,395,33.8200000,-118.3200000
346200,4.8438000,28,2142,445,1140,422,33.8100000,-118.3200000
357000,4.7062000,27,2113,380,1109,360,33.8100000,-118.3200000
417800,6.5861000,26,5591,934,2824,939,33.8200000,-118.3300000
446800,5.0814000,25,4177,832,2123,789,33.8000000,-118.3400000
328900,4.0708000,28,7591,1710,3420,1635,33.8200000,-118.3500000
339000,6.2247000,36,1784,311,901,293,33.8200000,-118.3600000
387800,5.8780000,39,2794,444,1319,441,33.8200000,-118.3700000
352700,6.0176000,36,2463,447,1125,424,33.8200000,-118.3700000
366900,6.2560000,36,2416,394,1115,386,33.8200000,-118.3700000
339500,5.7765000,36,1083,187,522,187,33.8200000,-118.3600000
360800,3.3565000,26,5166,1313,2738,1239,33.8200000,-118.3600000
330000,6.1359000,28,67,15,49,11,33.8200000,-118.3600000
378800,4.5592000,25,9042,2022,4458,1944,33.8100000,-118.3600000
359900,5.1778000,26,1575,300,881,309,33.8100000,-118.3600000
458300,5.1271000,36,2031,339,817,337,33.8100000,-118.3700000
483600,6.4956000,33,2349,407,954,373,33.8100000,-118.3800000
410300,8.5491000,20,1975,306,703,292,33.8100000,-118.3800000
500001,5.0106000,33,3994,990,1647,931,33.8100000,-118.4400000
500001,5.9907000,34,1822,364,750,366,33.8200000,-118.3800000
356800,4.7026000,34,2211,502,1113,488,33.8100000,-118.3600000
482200,6.8553000,33,5057,790,2021,748,33.8100000,-118.3700000
500001,6.9296000,36,1283,209,563,209,33.8100000,-118.3700000
488500,6.0150000,41,1889,301,802,278,33.8100000,-118.3800000
500001,5.7361000,39,2400,373,877,372,33.8100000,-118.3800000
487500,3.7778000,35,1008,165,391,167,33.8100000,-118.3900000
500001,10.5045000,36,1018,148,329,169,33.8100000,-118.3800000
365600,4.1071000,29,4389,873,2069,901,33.7900000,-118.3300000
350000,5.0254000,36,716,123,388,124,33.7900000,-118.3400000
327700,3.9408000,34,1730,427,1008,393,33.8000000,-118.3400000
318900,5.0951000,33,2194,469,987,397,33.8000000,-118.3400000
311700,4.8750000,32,1434,296,672,285,33.8000000,-118.3500000
500001,5.9541000,19,6224,1105,3152,1076,33.8000000,-118.3500000
308900,3.7167000,29,2795,572,1469,557,33.8000000,-118.3100000
285800,4.0536000,29,3254,717,1593,680,33.8000000,-118.3200000
254700,3.2472000,35,2290,563,1374,530,33.7900000,-118.3100000
277900,4.0425000,31,4464,991,2420,947,33.8000000,-118.3100000
244800,3.1648000,39,1415,298,729,278,33.8000000,-118.3200000
279900,3.8287000,35,2924,658,1675,602,33.7900000,-118.3200000
315100,4.1477000,32,2381,467,1264,488,33.7900000,-118.3200000
286400,3.1275000,29,4317,1037,2102,959,33.8000000,-118.3200000
250000,3.3958000,38,1601,352,711,304,33.7900000,-118.3100000
383800,3.5804000,30,4573,819,2411,819,33.7800000,-118.3100000
271100,3.6797000,21,6638,1634,3240,1568,33.7900000,-118.3200000
500001,8.1782000,25,11016,1626,4168,1584,33.7800000,-118.3400000
500001,8.3609000,34,5166,704,2071,668,33.7900000,-118.3600000
500001,8.2064000,36,1596,234,654,223,33.7900000,-118.3700000
500001,6.9742000,38,2553,400,1042,393,33.8000000,-118.3600000
500001,10.1241000,34,2629,369,966,375,33.8000000,-118.3600000
500001,8.0838000,36,4421,702,1433,624,33.8000000,-118.3800000
500001,11.9993000,31,4803,575,1490,577,33.8000000,-118.4500000
500001,10.8980000,30,4402,563,1582,551,33.7900000,-118.3900000
500001,12.9758000,24,4787,562,1653,548,33.7800000,-118.4000000
500001,11.6648000,27,2141,260,635,240,33.7900000,-118.4400000
500001,10.0600000,22,7554,991,2808,946,33.7700000,-118.4100000
500001,10.5536000,28,3065,406,1101,391,33.7700000,-118.4600000
500001,8.0957000,36,2093,303,802,300,33.7800000,-118.4200000
500001,10.1447000,26,6339,876,2540,880,33.7700000,-118.3700000
500001,9.8210000,21,11353,1537,4649,1504,33.7700000,-118.3800000
418300,6.3064000,17,10950,2207,4713,2043,33.7700000,-118.3800000
500001,7.7042000,32,10445,1620,4474,1576,33.7900000,-118.3800000
500001,8.5421000,26,5005,776,2357,790,33.7800000,-118.4000000
500001,8.2831000,22,17591,2604,6897,2492,33.7500000,-118.4200000
500001,15.0001000,34,5586,674,1871,636,33.7600000,-118.3400000
500001,10.0973000,25,8272,1132,3392,1132,33.7400000,-118.3500000
500001,7.6986000,23,8277,1290,3176,1159,33.7500000,-118.3800000
500001,7.5594000,18,1193,233,475,228,33.7100000,-118.3900000
500001,9.8091000,4,311,51,128,46,33.7500000,-118.4100000
416800,6.6447000,20,5776,956,2757,936,33.7700000,-118.3100000
414700,6.5704000,26,4486,709,1873,719,33.7600000,-118.3100000
357300,4.6042000,36,2715,474,1303,457,33.7500000,-118.3100000
396400,6.2870000,34,2338,393,1031,373,33.7500000,-118.3100000
500001,9.8214000,33,4244,595,1534,557,33.7700000,-118.3300000
500001,9.2670000,33,2996,398,1048,387,33.7500000,-118.3200000
500001,11.6677000,37,1080,135,366,142,33.7500000,-118.3200000
500001,10.1357000,24,6097,794,2248,806,33.7400000,-118.3200000
500001,6.8870000,37,627,95,259,106,33.7700000,-118.3200000
200000,2.4432000,37,1442,501,998,503,34.0900000,-118.3400000
288900,1.6081000,35,1989,634,1108,593,34.0900000,-118.3500000
266700,3.0349000,35,2705,785,1526,793,34.0900000,-118.3500000
236100,2.5444000,35,2234,689,1334,662,34.0900000,-118.3500000
312500,1.7558000,34,2832,883,1594,843,34.0900000,-118.3600000
313600,2.6000000,36,1616,465,773,429,34.0900000,-118.3600000
243800,2.0205000,33,3463,1170,1845,1134,34.0900000,-118.3600000
283300,2.0702000,30,2353,728,1365,718,34.0900000,-118.3600000
300000,2.8750000,37,7097,2010,2913,1939,34.1000000,-118.3600000
200000,2.5812000,36,1390,458,874,468,34.0900000,-118.3600000
383300,2.6136000,28,1111,300,526,294,34.0900000,-118.3600000
383300,3.2159000,38,1349,344,547,309,34.0900000,-118.3700000
300000,3.0156000,38,4408,1295,1690,1229,34.0900000,-118.3700000
500001,4.0651000,33,3180,865,1347,841,34.0900000,-118.3700000
225000,3.2818000,31,6348,1827,2559,1755,34.0900000,-118.3700000
341700,3.1517000,22,4247,1253,1766,1170,34.0900000,-118.3700000
400000,5.5224000,24,630,172,257,147,34.0900000,-118.3700000
312500,2.6713000,28,4376,1202,1847,1128,34.0800000,-118.3700000
431400,2.9450000,52,1479,360,652,346,34.0800000,-118.3800000
335300,2.8889000,30,4524,1312,1910,1243,34.0800000,-118.3800000
430800,3.5114000,52,1244,304,444,282,34.0800000,-118.3900000
450000,3.9375000,48,1226,288,370,264,34.0800000,-118.3800000
281300,3.5659000,24,8264,2437,3148,2274,34.0900000,-118.3800000
272900,2.5784000,28,4001,1352,1799,1220,34.0900000,-118.3800000
362500,3.6207000,27,4312,1214,1634,1097,34.0900000,-118.3900000
425000,4.4167000,28,2347,608,785,548,34.0900000,-118.3900000
375000,3.0670000,28,833,230,349,210,34.0800000,-118.3900000
500001,15.0001000,27,3979,510,1351,520,34.1000000,-118.4000000
500001,15.0001000,45,2686,283,857,259,34.0900000,-118.4000000
500001,15.0001000,52,3759,464,1407,422,34.0800000,-118.3900000
500001,15.0001000,52,3815,439,1266,413,34.0800000,-118.4000000
500001,15.0001000,37,2716,302,809,291,34.0900000,-118.4100000
500001,15.0001000,40,3552,392,1024,370,34.0900000,-118.4200000
500001,15.0001000,48,2413,261,770,248,34.0800000,-118.4200000
500001,15.0001000,52,3562,394,1163,361,34.0700000,-118.4100000
500001,15.0001000,52,1202,142,408,138,34.0700000,-118.4100000
500001,4.4896000,48,2799,596,1235,561,34.0700000,-118.3800000
500001,4.2386000,33,5301,1281,2243,1159,34.0700000,-118.3900000
500001,5.7762000,45,3143,553,1153,564,34.0700000,-118.3900000
500001,3.8088000,27,6605,1710,2665,1520,34.0800000,-118.3900000
