id,y,longitude,latitude,z,nn0,nn1,nn2,nn3,nn4,nn5,nn6,nn7,nn8,nn9,nn10,nn11,nn12,nn13,nn14,nn15,nn16,nn17,nn18,nn19,nn20,nn21,nn22,nn23,nn24,nn25,nn26,nn27,nn28,nn29
124,-0.794176092,22.5,32.5,-0.001822614,-0.832610071,-0.7308453,-0.832506807,-0.731067668,-0.793686362,-0.793719142,-0.641707881,-0.844949051,-0.641410128,-0.845295283,-0.641629699,-0.845475261,-0.832530885,-0.832357026,-0.832504028,-0.731069472,-0.527549877,-0.73013748,-0.832003722,-0.527511586,-0.794284667,-0.794600845,-0.387473252,-0.794130272,-0.83275254,-0.527471334,-0.832633653,-0.527836948,-0.641253362,-0.387408231
125,-0.832506807,27.5,32.5,-0.428258881,-0.844949051,-0.794176092,-0.793719142,-0.845295283,-0.832530885,-0.7308453,-0.832504028,-0.832610071,-0.83275254,-0.731067668,-0.832003722,-0.73013748,-0.794237198,-0.794600845,-0.641410128,-0.793686362,-0.641707881,-0.794284667,-0.845215929,-0.845475261,-0.83207252,-0.73073327,-0.832357026,-0.527511586,-0.794653309,-0.641629699,-0.793685069,-0.642187274,-0.730473383,-0.832633653
126,-0.845295283,32.5,32.5,-0.613671606,-0.83275254,-0.832504028,-0.832530885,-0.832506807,-0.794237198,-0.793719142,-0.844949051,-0.845215929,-0.794176092,-0.794600845,-0.794653309,-0.794284667,-0.832610071,-0.7308453,-0.73073327,-0.831969509,-0.73013748,-0.83207252,-0.730545805,-0.832003722,-0.641410128,-0.64128446,-0.844959482,-0.845475261,-0.730550141,-0.730313165,-0.731067668,-0.730473383,-0.641254965,-0.793907681
127,-0.83275254,37.5,32.5,-2.024677845,-0.794237198,-0.794653309,-0.845215929,-0.845295283,-0.832530885,-0.730545805,-0.832504028,-0.831969509,-0.73073327,-0.83207252,-0.730550141,-0.832506807,-0.844959482,-0.794600845,-0.64128446,-0.793719142,-0.641632494,-0.844949051,-0.794617656,-0.794284667,-0.832003722,-0.73013748,-0.526958995,-0.831898987,-0.641254965,-0.793907681,-0.641419656,-0.794176092,-0.730473383,-0.730313165
128,-0.794653309,42.5,32.5,-1.22474795,-0.831969509,-0.730545805,-0.730550141,-0.83275254,-0.794617656,-0.641632494,-0.845215929,-0.794237198,-0.641419656,-0.844959482,-0.845295283,-0.64128446,-0.527343984,-0.831898987,-0.526958995,-0.832504028,-0.83207252,-0.832530885,-0.73073327,-0.730661576,-0.794600845,-0.794284667,-0.794290931,-0.387055656,-0.832506807,-0.832672955,-0.527571728,-0.526926624,-0.793907681,-0.641254965
129,-0.730550141,47.5,32.5,0.179516441,-0.641419656,-0.641632494,-0.794653309,-0.794617656,-0.831969509,-0.527343984,-0.730661576,-0.730545805,-0.526958995,-0.527571728,-0.831898987,-0.83275254,-0.794237198,-0.794290931,-0.64128446,-0.387501014,-0.844959482,-0.387055656,-0.845215929,-0.642201098,-0.73073327,-0.22259972,-0.730263562,-0.83207252,-0.387555806,-0.845510712,-0.387220354,-0.845295283,-0.222805874,-0.526926624
130,-0.641419656,52.5,32.5,0.567620594,-0.527571728,-0.730661576,-0.730550141,-0.527343984,-0.642201098,-0.387501014,-0.641632494,-0.794617656,-0.794290931,-0.387055656,-0.387555806,-0.794653309,-0.526863801,-0.831898987,-0.22259972,-0.730545805,-0.730263562,-0.222603894,-0.831969509,-0.526958995,-0.031456185,-0.844959482,-0.642193494,-0.64128446,-0.2219086,-0.222805874,-0.83275254,-0.83219228,-0.387693196,-0.794347104
131,-0.527571728,57.5,32.5,-0.492877354,-0.387555806,-0.642201098,-0.387501014,-0.641419656,-0.527343984,-0.222603894,-0.730661576,-0.526863801,-0.730550141,-0.730263562,-0.22259972,-0.2219086,-0.031456185,-0.387055656,-0.032009485,-0.387693196,-0.794617656,-0.642193494,-0.641632494,-0.794290931,-0.526958995,-0.831898987,-0.526826532,0.184752682,-0.794347104,-0.031260003,-0.794653309,-0.031809704,0.18454937,-0.730513861
132,-0.387555806,62.5,32.5,6.29E-05,-0.222603894,-0.527571728,-0.2219086,-0.526863801,-0.642201098,-0.387501014,-0.387693196,-0.032009485,-0.031260003,-0.642193494,-0.031456185,-0.641419656,-0.527343984,-0.526826532,-0.22259595,-0.22259972,0.183746388,-0.730661576,-0.730263562,0.184752682,0.425227378,-0.387169066,-0.794290931,-0.387055656,-0.730513861,0.183800281,0.18454937,-0.730550141,-0.794347104,-0.642181845
133,-0.2219086,67.5,32.5,1.122889643,-0.387693196,-0.032009485,-0.387555806,-0.031260003,0.183746388,-0.22259595,-0.526863801,-0.222603894,0.183800281,-0.526826532,0.184752682,-0.527571728,-0.032244355,-0.031456185,-0.642193494,-0.387169066,0.425227378,-0.387501014,0.425493186,-0.642201098,-0.222443082,-0.22259972,-0.730263562,0.692141296,-0.641419656,-0.642181845,0.425623323,0.425268339,-0.730513861,0.18454937
134,-0.031260003,72.5,32.5,1.439855743,-0.2219086,-0.22259595,0.183800281,0.183746388,-0.032244355,-0.032009485,0.425493186,-0.387693196,-0.387169066,0.425623323,-0.387555806,0.425227378,0.692141296,0.184248646,0.692277448,-0.526826532,-0.526863801,0.184752682,-0.222603894,-0.222443082,-0.032268436,-0.031456185,-0.642193494,0.984324326,0.693000757,-0.527571728,-0.527747364,0.692264196,-0.642181845,-0.387501014
135,0.183800281,77.5,32.5,-1.097113768,-0.032244355,0.425493186,-0.031260003,0.425623323,-0.22259595,0.184248646,0.183746388,0.692277448,0.692141296,-0.222443082,0.693000757,-0.2219086,-0.032268436,0.985000749,0.984324326,0.425227378,-0.387693196,-0.032009485,-0.387169066,0.425318103,1.301950628,0.184752682,-0.526826532,0.184557355,-0.387106186,0.984554324,-0.387555806,0.985063362,-0.222167039,0.692268271
136,0.425623323,82.5,32.5,-0.11731956,0.183800281,0.692277448,0.184248646,0.693000757,0.425318103,-0.032244355,0.425493186,0.985000749,0.984554324,0.984324326,-0.031260003,-0.032268436,0.692141296,0.184557355,-0.22259595,1.301958494,0.692268271,0.183746388,1.301950628,-0.222443082,0.425227378,0.425918966,1.645581408,-0.387169066,1.302429085,-0.2219086,1.302808904,-0.222167039,-0.031482628,1.645610344
137,0.693000757,87.5,32.5,1.201498401,0.985000749,0.425623323,0.425318103,0.984554324,0.692268271,0.692277448,0.184248646,1.301958494,0.183800281,1.302429085,1.301950628,0.184557355,1.645581408,0.984324326,0.425918966,-0.032244355,0.425493186,1.645610344,0.985272431,-0.032268436,2.01434846,0.692141296,0.69252352,-0.222443082,-0.031260003,-0.031482628,1.64576816,0.184745757,1.302808904,-0.222167039
138,0.984554324,92.5,32.5,-0.469729581,1.302429085,0.693000757,1.301958494,0.692268271,1.645610344,0.985000749,0.985272431,0.425318103,0.425918966,1.645581408,0.425623323,0.184557355,0.184248646,0.69252352,1.301950628,0.692277448,2.01434846,-0.032268436,0.984324326,2.013645953,0.183800281,0.184745757,-0.032244355,2.40749911,-0.031482628,0.425493186,1.64576816,0.425748112,-0.222167039,1.302808904
139,1.302429085,97.5,32.5,-0.052469485,0.984554324,0.985272431,1.645610344,1.301958494,0.692268271,0.693000757,2.01434846,0.69252352,1.645581408,0.985000749,0.425318103,0.425918966,0.184557355,1.301950628,2.40749911,0.425748112,0.425623323,0.692277448,2.013645953,0.184745757,0.184248646,0.984324326,-0.032268436,-0.031482628,1.64576816,0.183800281,2.827421067,0.183765135,0.425493186,-0.032244355
140,-0.222410448,2.5,37.5,-0.086107298,-0.031852684,-0.388062599,-0.38795006,-0.527836948,-0.222813029,-0.526857323,0.184329278,-0.527549877,-0.641253362,-0.032044218,-0.641629699,-0.387473252,-0.731069472,-0.222183502,0.425220841,-0.641707881,-0.641185501,0.184419109,-0.730511249,-0.527511586,-0.731067668,-0.387408231,-0.03129567,-0.793686362,-0.794130272,0.692717952,-0.7308453,-0.730823384,-0.641410128,-0.794081555
141,-0.38795006,7.5,37.5,-0.887679018,-0.222813029,-0.527549877,-0.527836948,-0.222410448,-0.387473252,-0.388062599,-0.031852684,-0.641629699,-0.641253362,-0.641707881,-0.032044218,-0.526857323,0.184329278,-0.731069472,-0.527511586,-0.731067668,-0.222183502,-0.793686362,-0.387408231,-0.7308453,0.184419109,-0.730511249,0.425220841,-0.794130272,-0.641185501,-0.794176092,-0.03129567,-0.641410128,-0.832357026,-0.832610071
142,-0.527549877,12.5,37.5,-0.444684005,-0.38795006,-0.641629699,-0.641707881,-0.387473252,-0.731067668,-0.222813029,-0.527836948,-0.527511586,-0.7308453,-0.731069472,-0.222183502,-0.222410448,-0.641253362,-0.793686362,-0.794176092,-0.031852684,-0.388062599,-0.387408231,-0.032044218,-0.641410128,-0.526857323,-0.832610071,0.184329278,-0.527471334,-0.03129567,-0.793719142,-0.794130272,-0.73013748,-0.832357026,-0.730511249
143,-0.641707881,17.5,37.5,-0.029444879,-0.7308453,-0.731067668,-0.527549877,-0.527511586,-0.794176092,-0.387473252,-0.641629699,-0.641410128,-0.793686362,-0.38795006,-0.387408231,-0.793719142,-0.731069472,-0.832506807,-0.527471334,-0.222813029,-0.527836948,-0.222183502,-0.73013748,-0.832610071,-0.844949051,-0.642187274,-0.032044218,-0.641253362,-0.832530885,-0.832357026,-0.221917969,-0.222410448,-0.794130272,-0.845475261
144,-0.7308453,22.5,37.5,-0.413868849,-0.794176092,-0.793719142,-0.641410128,-0.641707881,-0.731067668,-0.832506807,-0.527511586,-0.73013748,-0.527471334,-0.832610071,-0.832530885,-0.527549877,-0.793686362,-0.794600845,-0.387408231,-0.845295283,-0.641629699,-0.642187274,-0.387473252,-0.844949051,-0.731069472,-0.832504028,-0.222183502,-0.730313165,-0.845475261,-0.845215929,-0.38795006,-0.388054584,-0.832357026,-0.222813029
145,-0.793719142,27.5,37.5,1.113386023,-0.7308453,-0.832506807,-0.832530885,-0.73013748,-0.641410128,-0.845295283,-0.794176092,-0.794600845,-0.642187274,-0.641707881,-0.845215929,-0.844949051,-0.527471334,-0.83275254,-0.832610071,-0.527511586,-0.730313165,-0.832504028,-0.731067668,-0.83207252,-0.794237198,-0.387408231,-0.793686362,-0.793907681,-0.831969509,-0.832003722,-0.527549877,-0.527795344,-0.794653309,-0.844959482
146,-0.832530885,32.5,37.5,-0.480992842,-0.794600845,-0.845295283,-0.793719142,-0.845215929,-0.832506807,-0.83207252,-0.83275254,-0.73013748,-0.831969509,-0.7308453,-0.832504028,-0.730313165,-0.794237198,-0.642187274,-0.794653309,-0.794176092,-0.641410128,-0.844959482,-0.793907681,-0.844949051,-0.832672955,-0.730545805,-0.832610071,-0.527471334,-0.794617656,-0.641707881,-0.794284667,-0.642022614,-0.831898987,-0.73073327
147,-0.845215929,37.5,37.5,-0.433169033,-0.832530885,-0.83207252,-0.83275254,-0.831969509,-0.794653309,-0.794600845,-0.845295283,-0.844959482,-0.794237198,-0.793719142,-0.793907681,-0.794617656,-0.832506807,-0.73013748,-0.832504028,-0.832672955,-0.730313165,-0.730550141,-0.831898987,-0.730545805,-0.642187274,-0.845510712,-0.641632494,-0.844949051,-0.73073327,-0.731082806,-0.7308453,-0.730661576,-0.64128446,-0.794284667
148,-0.831969509,42.5,37.5,0.696862577,-0.794653309,-0.845215929,-0.794617656,-0.844959482,-0.831898987,-0.83275254,-0.83207252,-0.730550141,-0.832530885,-0.730661576,-0.832672955,-0.730545805,-0.794237198,-0.794600845,-0.793907681,-0.845510712,-0.845295283,-0.794290931,-0.641419656,-0.641632494,-0.83219228,-0.832504028,-0.730313165,-0.527343984,-0.642201098,-0.793719142,-0.794481041,-0.64128446,-0.526958995,-0.73073327
149,-0.794617656,47.5,37.5,-1.056368413,-0.831969509,-0.730661576,-0.730550141,-0.831898987,-0.641419656,-0.844959482,-0.794653309,-0.794290931,-0.641632494,-0.845510712,-0.642201098,-0.845215929,-0.832672955,-0.730545805,-0.527571728,-0.527343984,-0.83219228,-0.83275254,-0.730263562,-0.83207252,-0.794347104,-0.793907681,-0.387501014,-0.794237198,-0.832389411,-0.526863801,-0.526958995,-0.832530885,-0.845295283,-0.64128446
150,-0.730661576,52.5,37.5,-0.040698475,-0.642201098,-0.794617656,-0.641419656,-0.794290931,-0.831898987,-0.730550141,-0.730263562,-0.527571728,-0.527343984,-0.526863801,-0.83219228,-0.831969509,-0.845510712,-0.641632494,-0.794653309,-0.387501014,-0.794347104,-0.642193494,-0.844959482,-0.387555806,-0.730513861,-0.222603894,-0.832672955,-0.730545805,-0.845215929,-0.387693196,-0.845476537,-0.387055656,-0.831841689,-0.2219086
151,-0.642201098,57.5,37.5,-1.551544822,-0.730661576,-0.526863801,-0.730263562,-0.527571728,-0.794290931,-0.641419656,-0.387555806,-0.642193494,-0.387693196,-0.794617656,-0.387501014,-0.794347104,-0.730513861,-0.2219086,-0.831898987,-0.83219228,-0.527343984,-0.222603894,-0.526826532,-0.730550141,-0.641632494,-0.845510712,-0.642181845,-0.032009485,-0.831969509,-0.831841689,-0.22259595,-0.22259972,-0.387169066,-0.031456185
152,-0.526863801,62.5,37.5,1.167169549,-0.642193494,-0.387555806,-0.387693196,-0.642201098,-0.2219086,-0.527571728,-0.526826532,-0.730263562,-0.730513861,-0.730661576,-0.222603894,-0.22259595,-0.032009485,-0.031260003,-0.387169066,-0.794290931,-0.641419656,-0.794347104,-0.642181845,-0.387501014,-0.527747364,-0.83219228,-0.527343984,0.183746388,-0.032244355,-0.794617656,-0.031456185,-0.794120492,0.183800281,-0.22259972
153,-0.387693196,67.5,37.5,-0.273645701,-0.22259595,-0.526826532,-0.2219086,-0.526863801,-0.387169066,-0.642193494,-0.031260003,-0.387555806,-0.642181845,-0.642201098,-0.032009485,-0.032244355,-0.730263562,-0.222443082,-0.730513861,-0.527747364,0.183800281,-0.527571728,-0.222603894,0.183746388,-0.794347104,-0.387501014,0.425493186,-0.387106186,0.184248646,-0.730661576,-0.730683595,0.184752682,0.425227378,-0.031456185
154,-0.22259595,72.5,37.5,-0.467845325,-0.387693196,-0.387169066,-0.032244355,-0.031260003,0.183800281,-0.222443082,-0.526826532,-0.2219086,-0.527747364,-0.526863801,0.183746388,0.184248646,-0.642181845,-0.642193494,0.425493186,0.425623323,-0.032268436,-0.387555806,-0.032009485,-0.387106186,0.692277448,-0.730513861,-0.222167039,-0.222603894,0.425227378,-0.642201098,0.425318103,-0.641451194,-0.527571728,-0.730263562
155,-0.032244355,77.5,37.5,-1.238252328,-0.22259595,-0.222443082,0.184248646,0.183800281,-0.031260003,0.425623323,-0.387169066,-0.032268436,0.425493186,-0.387693196,0.425318103,-0.387106186,-0.526826532,-0.2219086,-0.527747364,0.183746388,0.693000757,-0.222167039,0.184557355,0.692277448,-0.642181845,-0.031482628,-0.032009485,0.985000749,0.692268271,-0.527312219,0.692141296,-0.526863801,0.984324326,0.425918966
156,0.184248646,82.5,37.5,-0.007762034,-0.032268436,0.425318103,0.425623323,-0.032244355,0.693000757,0.183800281,0.184557355,-0.222443082,0.692268271,0.692277448,-0.22259595,-0.222167039,-0.387106186,0.985000749,0.984554324,0.425493186,-0.387169066,0.425918966,-0.031482628,-0.031260003,0.184745757,0.183746388,1.301958494,-0.527747364,-0.387693196,0.984324326,0.985272431,-0.38762278,1.301950628,-0.526826532
157,0.425318103,87.5,37.5,-0.800282178,0.692268271,0.184248646,0.693000757,0.184557355,0.984554324,-0.032268436,0.425918966,0.425623323,-0.031482628,0.985000749,-0.032244355,0.985272431,-0.222443082,1.301958494,0.183800281,1.302429085,0.184745757,0.69252352,-0.222167039,0.692277448,0.425748112,0.425493186,-0.387106186,1.645610344,1.301950628,-0.22259595,-0.221860706,0.984324326,-0.031260003,1.645581408
158,0.692268271,92.5,37.5,-0.53349233,0.425918966,0.984554324,0.425318103,0.985272431,0.693000757,0.69252352,1.302429085,0.184557355,0.184745757,1.301958494,0.184248646,-0.032268436,-0.031482628,0.985000749,1.645610344,0.425623323,0.425748112,-0.222167039,0.692277448,-0.031873373,1.645581408,-0.032244355,1.301950628,-0.221860706,0.183765135,-0.222443082,0.183800281,2.01434846,-0.387106186,0.984324326
159,0.985272431,97.5,37.5,1.287675246,0.692268271,1.302429085,0.69252352,0.984554324,0.425918966,1.645610344,0.425318103,0.425748112,0.693000757,0.184745757,0.184557355,1.301958494,0.985000749,-0.031482628,0.183765135,2.01434846,0.184248646,0.425623323,-0.032268436,1.645581408,-0.031873373,1.301950628,-0.222167039,-0.221860706,0.692277448,-0.032175097,2.40749911,-0.032244355,-0.222243833,2.013645953
160,-0.031852684,2.5,42.5,-0.17552587,-0.222410448,-0.222813029,0.184329278,-0.032044218,-0.38795006,-0.388062599,-0.387473252,0.425220841,-0.527836948,0.184419109,-0.527549877,-0.222183502,-0.641629699,-0.03129567,-0.526857323,0.692717952,-0.527511586,-0.641253362,-0.387408231,-0.641707881,0.425507808,-0.731069472,-0.731067668,0.183999248,-0.221917969,-0.641410128,-0.641185501,0.984445736,-0.527471334,-0.730511249
161,-0.222813029,7.5,42.5,-1.071782384,-0.032044218,-0.031852684,-0.387473252,-0.38795006,-0.222410448,0.184329278,-0.527549877,-0.222183502,0.184419109,-0.527836948,-0.527511586,-0.388062599,0.425220841,-0.641707881,-0.641629699,-0.03129567,-0.387408231,-0.731067668,-0.221917969,-0.641253362,0.425507808,-0.641410128,0.692717952,-0.7308453,-0.731069472,-0.527471334,-0.526857323,0.183999248,-0.793686362,-0.388054584
162,-0.387473252,12.5,42.5,0.163206882,-0.222183502,-0.527549877,-0.222813029,-0.527511586,-0.641707881,-0.032044218,-0.387408231,-0.38795006,-0.641410128,-0.031852684,-0.03129567,-0.641629699,-0.527471334,-0.221917969,-0.222410448,0.184419109,-0.527836948,-0.7308453,-0.731067668,0.184329278,0.425220841,-0.388054584,-0.794176092,-0.388062599,0.183999248,-0.73013748,-0.731069472,-0.793686362,-0.642187274,-0.641253362
163,-0.527511586,17.5,42.5,-0.362738416,-0.641410128,-0.387408231,-0.641707881,-0.387473252,-0.527549877,-0.527471334,-0.7308453,-0.222183502,-0.73013748,-0.731067668,-0.222813029,-0.221917969,-0.642187274,-0.38795006,-0.032044218,-0.641629699,-0.388054584,-0.03129567,-0.793719142,-0.794176092,-0.527795344,-0.832506807,-0.527836948,0.184419109,-0.032209328,-0.031852684,-0.794600845,-0.793686362,-0.731069472,-0.730313165
164,-0.641410128,22.5,42.5,0.590013548,-0.73013748,-0.7308453,-0.527471334,-0.527511586,-0.793719142,-0.642187274,-0.387408231,-0.641707881,-0.388054584,-0.794600845,-0.794176092,-0.387473252,-0.832530885,-0.222183502,-0.527795344,-0.731067668,-0.527549877,-0.221917969,-0.832506807,-0.730313165,-0.642022614,-0.641629699,-0.845295283,-0.03129567,-0.832610071,-0.222155607,-0.83207252,-0.222813029,-0.844949051,-0.793686362
165,-0.73013748,27.5,42.5,1.432421928,-0.642187274,-0.793719142,-0.641410128,-0.794600845,-0.527471334,-0.832530885,-0.7308453,-0.730313165,-0.527795344,-0.83207252,-0.527511586,-0.832506807,-0.388054584,-0.845215929,-0.642022614,-0.641707881,-0.793907681,-0.387408231,-0.794176092,-0.845295283,-0.731082806,-0.221917969,-0.731067668,-0.83275254,-0.387473252,-0.844949051,-0.844959482,-0.387643841,-0.832672955,-0.832504028
166,-0.794600845,32.5,42.5,-0.992692511,-0.83207252,-0.730313165,-0.832530885,-0.73013748,-0.845215929,-0.793719142,-0.642187274,-0.793907681,-0.641410128,-0.642022614,-0.844959482,-0.845295283,-0.731082806,-0.832672955,-0.831969509,-0.527471334,-0.527795344,-0.7308453,-0.83275254,-0.832506807,-0.794176092,-0.794481041,-0.794653309,-0.388054584,-0.527080594,-0.527511586,-0.831898987,-0.832504028,-0.845510712,-0.794237198
167,-0.83207252,37.5,42.5,0.454650298,-0.844959482,-0.845215929,-0.793907681,-0.794600845,-0.730313165,-0.832672955,-0.832530885,-0.831969509,-0.831898987,-0.83275254,-0.73013748,-0.731082806,-0.845510712,-0.794653309,-0.642187274,-0.793719142,-0.642022614,-0.794617656,-0.845295283,-0.794481041,-0.527795344,-0.832389411,-0.730550141,-0.832506807,-0.794237198,-0.641810952,-0.794290931,-0.641410128,-0.730545805,-0.527471334
168,-0.844959482,42.5,42.5,0.084898059,-0.83207252,-0.832672955,-0.831969509,-0.831898987,-0.845510712,-0.793907681,-0.845215929,-0.794617656,-0.794653309,-0.794290931,-0.794481041,-0.794600845,-0.832530885,-0.730550141,-0.731082806,-0.730661576,-0.730313165,-0.83275254,-0.832389411,-0.83219228,-0.845476537,-0.641419656,-0.642022614,-0.845295283,-0.730951926,-0.730263562,-0.73013748,-0.730545805,-0.794237198,-0.641810952
169,-0.831898987,47.5,42.5,0.895565582,-0.844959482,-0.794617656,-0.794290931,-0.845510712,-0.730661576,-0.831969509,-0.832672955,-0.83219228,-0.832389411,-0.730550141,-0.83207252,-0.730263562,-0.794481041,-0.794653309,-0.794347104,-0.793907681,-0.845476537,-0.642201098,-0.845215929,-0.641419656,-0.527571728,-0.731082806,-0.831841689,-0.83275254,-0.642193494,-0.794600845,-0.793692783,-0.641632494,-0.527343984,-0.730313165
170,-0.794290931,52.5,42.5,-0.229778139,-0.831898987,-0.730661576,-0.730263562,-0.83219228,-0.642201098,-0.794347104,-0.794617656,-0.845510712,-0.845476537,-0.641419656,-0.642193494,-0.844959482,-0.730513861,-0.831969509,-0.526863801,-0.831841689,-0.730550141,-0.527571728,-0.832389411,-0.832672955,-0.387555806,-0.794120492,-0.794481041,-0.794653309,-0.83207252,-0.527343984,-0.526826532,-0.832432164,-0.845215929,-0.387693196
171,-0.730263562,57.5,42.5,0.836619068,-0.642193494,-0.642201098,-0.794347104,-0.794290931,-0.526863801,-0.730513861,-0.730661576,-0.83219228,-0.831841689,-0.527571728,-0.831898987,-0.526826532,-0.794120492,-0.845476537,-0.845510712,-0.642181845,-0.641419656,-0.794617656,-0.387693196,-0.387555806,-0.730550141,-0.730683595,-0.832389411,-0.2219086,-0.387501014,-0.844959482,-0.387169066,-0.84458975,-0.527747364,-0.222603894
172,-0.642193494,62.5,42.5,-1.745055861,-0.730513861,-0.526826532,-0.526863801,-0.730263562,-0.387693196,-0.642201098,-0.642181845,-0.794347104,-0.387169066,-0.794290931,-0.794120492,-0.387555806,-0.527571728,-0.831841689,-0.2219086,-0.527747364,-0.83219228,-0.730661576,-0.730683595,-0.22259595,-0.641419656,-0.641451194,-0.031260003,-0.845476537,-0.831898987,-0.222603894,-0.222443082,-0.832769749,-0.032009485,-0.387106186
173,-0.526826532,67.5,42.5,1.689458921,-0.642181845,-0.387693196,-0.642193494,-0.387169066,-0.730513861,-0.527747364,-0.526863801,-0.22259595,-0.730263562,-0.2219086,-0.222443082,-0.730683595,-0.387106186,-0.031260003,-0.642201098,-0.032244355,-0.387555806,-0.641451194,-0.794120492,-0.794347104,-0.831841689,-0.527571728,0.183800281,-0.527312219,-0.032268436,-0.794290931,-0.794403594,-0.032009485,-0.222603894,-0.730661576
174,-0.387169066,72.5,42.5,0.864777979,-0.22259595,-0.526826532,-0.222443082,-0.527747364,-0.387693196,-0.032244355,-0.642181845,-0.387106186,-0.032268436,-0.642193494,-0.031260003,-0.641451194,-0.730513861,0.184248646,-0.2219086,0.183800281,-0.222167039,-0.527312219,-0.526863801,-0.730683595,0.425623323,-0.387555806,-0.794120492,-0.38762278,-0.73077615,0.184557355,-0.730263562,0.183746388,0.425493186,-0.032009485
175,-0.222443082,77.5,42.5,-0.150775989,-0.387169066,-0.032268436,-0.032244355,-0.387106186,-0.527747364,0.184248646,-0.22259595,-0.222167039,-0.527312219,0.183800281,0.184557355,-0.526826532,-0.387693196,-0.031260003,-0.641451194,-0.38762278,-0.642181845,0.425318103,-0.031482628,0.425623323,0.693000757,-0.2219086,-0.221860706,-0.730683595,-0.642193494,0.425493186,-0.641886611,0.425918966,-0.730513861,0.692268271
176,-0.032268436,82.5,42.5,-1.44900713,0.184557355,0.184248646,-0.222167039,-0.222443082,-0.031482628,0.425318103,-0.032244355,-0.387106186,-0.38762278,-0.387169066,0.425623323,0.425918966,0.692268271,-0.527747364,-0.221860706,0.184745757,0.183800281,-0.527312219,-0.22259595,0.693000757,-0.641451194,-0.031873373,0.984554324,-0.031260003,-0.526835441,0.692277448,0.69252352,-0.526826532,0.985000749,-0.642181845
177,0.184557355,87.5,42.5,0.6430087,0.425318103,-0.032268436,0.425918966,-0.031482628,0.184745757,0.184248646,0.692268271,-0.222167039,0.693000757,-0.222443082,-0.221860706,0.69252352,0.984554324,-0.032244355,0.425623323,-0.031873373,-0.387106186,0.985272431,-0.38762278,0.425748112,0.183765135,1.302429085,-0.527312219,0.183800281,-0.387169066,0.985000749,-0.387567408,-0.527747364,1.301958494,0.692277448
178,0.425918966,92.5,42.5,0.483193864,0.692268271,0.184745757,0.69252352,0.184557355,-0.031482628,0.425318103,0.425748112,0.985272431,-0.032268436,-0.031873373,0.984554324,0.693000757,-0.222167039,0.183765135,-0.221860706,1.302429085,0.184248646,-0.38762278,0.425623323,-0.222243833,1.301958494,-0.222443082,0.985000749,-0.032244355,-0.387567408,-0.387106186,1.645610344,-0.032175097,-0.526835441,0.692277448
179,0.69252352,97.5,42.5,-0.006355626,0.985272431,0.425748112,0.425918966,0.692268271,0.184745757,0.183765135,0.184557355,1.302429085,-0.031482628,-0.031873373,0.984554324,0.425318103,0.693000757,-0.221860706,1.645610344,-0.032175097,-0.032268436,0.184248646,1.301958494,-0.222243833,-0.222167039,0.425623323,-0.38762278,0.985000749,-0.387567408,-0.222443082,-0.222556815,2.01434846,-0.387106186,-0.032244355
180,0.184329278,2.5,47.5,0.151455893,-0.032044218,-0.031852684,0.425220841,0.184419109,-0.222813029,0.692717952,-0.222410448,-0.222183502,0.425507808,-0.03129567,-0.387473252,-0.38795006,0.183999248,-0.527549877,-0.387408231,-0.388062599,0.984445736,-0.527836948,-0.221917969,-0.527511586,0.692953917,-0.641707881,-0.641629699,0.426166503,-0.032209328,-0.526857323,-0.527471334,1.302845132,-0.388054584,-0.641253362
181,-0.032044218,7.5,47.5,-0.58410897,0.184419109,-0.222813029,0.184329278,-0.222183502,-0.031852684,0.425220841,-0.387473252,-0.03129567,-0.38795006,-0.387408231,0.425507808,0.183999248,-0.527549877,-0.527511586,0.692717952,-0.221917969,-0.222410448,-0.641707881,-0.032209328,0.692953917,-0.527471334,-0.527836948,-0.388062599,0.426166503,-0.641410128,0.984445736,-0.388054584,-0.641629699,-0.222155607,-0.731067668
182,-0.222183502,12.5,47.5,0.368806733,-0.03129567,-0.032044218,-0.387408231,-0.387473252,-0.221917969,0.184419109,-0.527511586,-0.222813029,-0.527549877,-0.527471334,0.183999248,0.184329278,0.425507808,-0.031852684,-0.032209328,-0.641707881,-0.388054584,-0.641410128,-0.38795006,0.425220841,-0.7308453,-0.222410448,0.692717952,-0.222155607,-0.642187274,-0.641629699,0.426166503,-0.731067668,-0.527836948,-0.73013748
183,-0.387408231,17.5,47.5,0.29465434,-0.222183502,-0.527471334,-0.221917969,-0.527511586,-0.641410128,-0.03129567,-0.387473252,-0.388054584,-0.032209328,-0.642187274,-0.032044218,-0.641707881,-0.527549877,-0.7308453,0.183999248,-0.222813029,-0.73013748,-0.527795344,0.184419109,-0.222155607,-0.38795006,-0.793719142,0.425507808,-0.387643841,-0.730313165,-0.731067668,0.184329278,0.184734753,-0.794600845,-0.031852684
184,-0.527471334,22.5,47.5,-0.279259373,-0.388054584,-0.642187274,-0.387408231,-0.641410128,-0.527795344,-0.73013748,-0.221917969,-0.527511586,-0.222155607,-0.7308453,-0.222183502,-0.730313165,-0.03129567,-0.642022614,-0.793719142,-0.794600845,-0.387643841,-0.641707881,-0.387473252,-0.032209328,-0.527080594,-0.832530885,0.183999248,-0.527549877,-0.793907681,-0.794176092,-0.032044218,-0.032263039,0.184419109,-0.832506807
