,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,id,synth
15842,-122.42,37.74,52.0,2713.0,624.0,1370.0,594.0,4.6547,325700.0,NEAR BAY,15842,0
15843,-122.42,37.74,52.0,1786.0,427.0,856.0,394.0,3.0833,328100.0,NEAR BAY,15843,0
15844,-122.43,37.74,52.0,2229.0,498.0,1079.0,472.0,5.0196,324300.0,NEAR BAY,15844,0
15845,-122.43,37.75,52.0,2155.0,468.0,962.0,490.0,3.775,325900.0,NEAR BAY,15845,0
15846,-122.43,37.75,40.0,4850.0,977.0,1824.0,952.0,5.0519,356100.0,NEAR BAY,15846,0
15847,-122.44,37.75,21.0,5457.0,1247.0,2304.0,1180.0,4.5469,409700.0,NEAR BAY,15847,0
15848,-122.44,37.74,23.0,6291.0,1269.0,2818.0,1198.0,4.2672,391900.0,NEAR BAY,15848,0
15849,-122.44,37.74,52.0,2074.0,366.0,909.0,394.0,4.8382,294900.0,NEAR BAY,15849,0
15850,-122.44,37.74,23.0,184.0,44.0,118.0,40.0,4.5375,350000.0,NEAR BAY,15850,0
15851,-122.43,37.74,52.0,3328.0,653.0,1260.0,614.0,4.7437,331000.0,NEAR BAY,15851,0
15852,-122.43,37.74,52.0,2637.0,539.0,1159.0,497.0,3.8846,333100.0,NEAR BAY,15852,0
15853,-122.43,37.74,52.0,1514.0,314.0,724.0,301.0,5.3292,300900.0,NEAR BAY,15853,0
15854,-122.43,37.73,52.0,1142.0,224.0,494.0,206.0,5.0602,298900.0,NEAR BAY,15854,0
15855,-122.43,37.73,52.0,1029.0,205.0,461.0,212.0,5.0782,310800.0,NEAR BAY,15855,0
15856,-122.38,37.76,52.0,248.0,68.0,124.0,51.0,1.4886,450000.0,NEAR BAY,15856,0
15857,-122.39,37.76,52.0,624.0,170.0,410.0,148.0,4.0042,208300.0,NEAR BAY,15857,0
15858,-122.39,37.76,52.0,157.0,28.0,88.0,27.0,3.675,162500.0,NEAR BAY,15858,0
15859,-122.39,37.76,52.0,1877.0,427.0,712.0,398.0,3.9722,290900.0,NEAR BAY,15859,0
15860,-122.39,37.76,52.0,2316.0,468.0,1047.0,476.0,4.5057,321600.0,NEAR BAY,15860,0
15861,-122.39,37.76,52.0,3390.0,691.0,1645.0,596.0,3.7051,253700.0,NEAR BAY,15861,0
15862,-122.4,37.75,44.0,6848.0,1584.0,3269.0,1383.0,2.8679,243300.0,NEAR BAY,15862,0
15863,-122.4,37.76,52.0,4265.0,912.0,1555.0,836.0,4.119,298300.0,NEAR BAY,15863,0
15864,-122.4,37.76,52.0,1495.0,311.0,506.0,275.0,4.4375,320000.0,NEAR BAY,15864,0
15865,-122.4,37.76,52.0,1185.0,246.0,480.0,253.0,4.4074,277300.0,NEAR BAY,15865,0
15866,-122.41,37.76,52.0,1427.0,281.0,620.0,236.0,1.9944,262500.0,NEAR BAY,15866,0
15867,-122.4,37.76,52.0,1529.0,385.0,1347.0,348.0,2.9312,239100.0,NEAR BAY,15867,0
15868,-122.41,37.76,52.0,3452.0,784.0,2987.0,753.0,2.8135,260300.0,NEAR BAY,15868,0
15869,-122.41,37.76,52.0,2064.0,496.0,1726.0,466.0,3.4028,233300.0,NEAR BAY,15869,0
15870,-122.41,37.76,52.0,492.0,139.0,316.0,168.0,3.0865,225000.0,NEAR BAY,15870,0
15871,-122.41,37.76,52.0,351.0,81.0,308.0,75.0,2.6667,325000.0,NEAR BAY,15871,0
15872,-122.41,37.76,52.0,2479.0,515.0,1816.0,496.0,3.0774,300000.0,NEAR BAY,15872,0
15873,-122.41,37.76,52.0,2605.0,678.0,2071.0,611.0,3.2964,265000.0,NEAR BAY,15873,0
15874,-122.4,37.75,52.0,1182.0,307.0,1029.0,306.0,2.0577,214600.0,NEAR BAY,15874,0
15875,-122.41,37.75,52.0,1057.0,276.0,837.0,292.0,2.4531,229000.0,NEAR BAY,15875,0
15876,-122.41,37.75,52.0,1919.0,404.0,1483.0,421.0,3.4063,253900.0,NEAR BAY,15876,0
15877,-122.41,37.75,52.0,1892.0,415.0,1442.0,371.0,4.2891,230000.0,NEAR BAY,15877,0
15878,-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809,255300.0,NEAR BAY,15878,0
15879,-122.41,37.75,52.0,2164.0,606.0,2034.0,513.0,2.0325,178100.0,NEAR BAY,15879,0
15880,-122.41,37.75,52.0,2452.0,623.0,1932.0,549.0,2.3903,236100.0,NEAR BAY,15880,0
15881,-122.41,37.75,9.0,1282.0,334.0,1176.0,305.0,2.6538,206300.0,NEAR BAY,15881,0
15882,-122.39,37.74,42.0,4110.0,846.0,2147.0,674.0,2.5694,201000.0,NEAR BAY,15882,0
15883,-122.39,37.73,43.0,4864.0,972.0,3134.0,959.0,4.3393,217300.0,NEAR BAY,15883,0
15884,-122.4,37.73,45.0,3490.0,712.0,2337.0,781.0,3.4472,225400.0,NEAR BAY,15884,0
15885,-122.4,37.74,45.0,2462.0,509.0,1587.0,450.0,2.59,211800.0,NEAR BAY,15885,0
15886,-122.38,37.73,18.0,4037.0,990.0,2722.0,834.0,1.4282,140400.0,NEAR BAY,15886,0
15887,-122.38,37.73,15.0,6804.0,1664.0,4737.0,1581.0,1.4133,203400.0,NEAR BAY,15887,0
15888,-122.39,37.74,45.0,1462.0,308.0,924.0,302.0,2.1767,185300.0,NEAR BAY,15888,0
15889,-122.38,37.73,20.0,120.0,27.0,55.0,19.0,2.625,187500.0,NEAR BAY,15889,0
15890,-122.38,37.73,40.0,543.0,,259.0,89.0,2.2167,193800.0,NEAR BAY,15890,0
15891,-122.38,37.73,38.0,1388.0,276.0,871.0,265.0,2.1667,193800.0,NEAR BAY,15891,0
15892,-122.39,37.73,46.0,1517.0,299.0,879.0,309.0,2.2222,195100.0,NEAR BAY,15892,0
15893,-122.39,37.73,52.0,1931.0,329.0,1025.0,293.0,2.9063,192000.0,NEAR BAY,15893,0
15894,-122.39,37.73,52.0,1070.0,224.0,567.0,207.0,2.8603,189000.0,NEAR BAY,15894,0
15895,-122.4,37.73,48.0,1489.0,326.0,1115.0,356.0,2.6364,199300.0,NEAR BAY,15895,0
15896,-122.39,37.72,28.0,1609.0,340.0,1064.0,290.0,1.1125,206300.0,NEAR BAY,15896,0
15897,-122.39,37.72,45.0,2893.0,570.0,1923.0,535.0,3.6607,192300.0,NEAR BAY,15897,0
15898,-122.39,37.72,52.0,135.0,34.0,93.0,26.0,2.1484,181300.0,NEAR BAY,15898,0
15899,-122.41,37.75,52.0,3065.0,622.0,1405.0,606.0,3.7813,275900.0,NEAR BAY,15899,0
15900,-122.41,37.74,38.0,1754.0,382.0,928.0,354.0,4.1417,270800.0,NEAR BAY,15900,0
15901,-122.41,37.74,34.0,1403.0,262.0,839.0,255.0,4.7031,255200.0,NEAR BAY,15901,0
15902,-122.41,37.75,52.0,2524.0,559.0,1430.0,476.0,3.4073,254700.0,NEAR BAY,15902,0
15903,-122.41,37.75,52.0,2515.0,576.0,1209.0,540.0,3.5912,284900.0,NEAR BAY,15903,0
15904,-122.41,37.74,48.0,409.0,86.0,148.0,70.0,3.6687,335000.0,NEAR BAY,15904,0
15905,-122.41,37.74,52.0,831.0,175.0,415.0,159.0,1.9464,249000.0,NEAR BAY,15905,0
15906,-122.41,37.74,52.0,1842.0,339.0,1032.0,357.0,5.5563,250800.0,NEAR BAY,15906,0
15907,-122.42,37.74,52.0,2019.0,418.0,999.0,448.0,4.2212,271300.0,NEAR BAY,15907,0
15908,-122.42,37.74,52.0,1916.0,432.0,889.0,424.0,4.0391,279900.0,NEAR BAY,15908,0
15909,-122.42,37.74,52.0,1674.0,346.0,734.0,335.0,3.8864,281300.0,NEAR BAY,15909,0
15910,-122.42,37.74,52.0,1271.0,353.0,1076.0,324.0,2.9911,263900.0,NEAR BAY,15910,0
15911,-122.42,37.75,52.0,2163.0,607.0,1447.0,546.0,3.3555,275000.0,NEAR BAY,15911,0
15912,-122.41,37.74,43.0,1663.0,330.0,935.0,335.0,4.1552,240900.0,NEAR BAY,15912,0
15913,-122.41,37.74,47.0,1728.0,398.0,1178.0,315.0,3.2813,229600.0,NEAR BAY,15913,0
15914,-122.41,37.74,52.0,2058.0,399.0,1208.0,399.0,3.6429,230000.0,NEAR BAY,15914,0
15915,-122.42,37.73,50.0,3426.0,769.0,2261.0,671.0,2.888,246400.0,NEAR BAY,15915,0
15916,-122.42,37.74,52.0,1651.0,351.0,973.0,366.0,3.4583,240900.0,NEAR BAY,15916,0
15917,-122.42,37.74,52.0,2084.0,550.0,1438.0,516.0,2.3087,258600.0,NEAR BAY,15917,0
15918,-122.42,37.74,52.0,1540.0,370.0,1136.0,363.0,4.3125,243000.0,NEAR BAY,15918,0
15919,-122.42,37.73,52.0,3230.0,654.0,1765.0,611.0,3.3333,292300.0,NEAR BAY,15919,0
15920,-122.43,37.73,52.0,1583.0,347.0,935.0,341.0,4.6786,263200.0,NEAR BAY,15920,0
15921,-122.43,37.73,49.0,1435.0,322.0,1008.0,329.0,4.0,264000.0,NEAR BAY,15921,0
15922,-122.43,37.73,52.0,1386.0,276.0,729.0,274.0,3.6694,275500.0,NEAR BAY,15922,0
15923,-122.43,37.72,48.0,1289.0,280.0,782.0,235.0,3.6719,259800.0,NEAR BAY,15923,0
15924,-122.44,37.72,52.0,1775.0,347.0,1102.0,367.0,4.3125,267200.0,NEAR BAY,15924,0
15925,-122.44,37.73,52.0,2381.0,492.0,1485.0,447.0,4.3898,270000.0,NEAR BAY,15925,0
15926,-122.44,37.73,52.0,866.0,205.0,587.0,171.0,5.0224,261900.0,NEAR BAY,15926,0
15927,-122.42,37.73,46.0,1819.0,411.0,1534.0,406.0,4.0132,229400.0,NEAR BAY,15927,0
15928,-122.42,37.73,35.0,1871.0,342.0,1055.0,310.0,4.625,279300.0,NEAR BAY,15928,0
15929,-122.42,37.73,35.0,1791.0,322.0,988.0,304.0,4.5769,254500.0,NEAR BAY,15929,0
15930,-122.43,37.73,52.0,1985.0,401.0,1337.0,424.0,4.1071,240900.0,NEAR BAY,15930,0
15931,-122.41,37.73,42.0,2604.0,573.0,1703.0,507.0,3.4231,230200.0,NEAR BAY,15931,0
15932,-122.4,37.73,50.0,1947.0,411.0,1170.0,384.0,3.4769,238700.0,NEAR BAY,15932,0
15933,-122.4,37.73,42.0,1413.0,406.0,1027.0,362.0,2.3625,233000.0,NEAR BAY,15933,0
15934,-122.41,37.73,52.0,1931.0,358.0,1092.0,356.0,3.7835,271300.0,NEAR BAY,15934,0
15935,-122.41,37.73,41.0,2115.0,378.0,1168.0,365.0,4.0642,272500.0,NEAR BAY,15935,0
15936,-122.42,37.73,48.0,1474.0,308.0,998.0,330.0,4.0781,250300.0,NEAR BAY,15936,0
15937,-122.4,37.72,47.0,1465.0,306.0,1119.0,315.0,4.2672,219400.0,NEAR BAY,15937,0
15938,-122.4,37.72,37.0,971.0,248.0,647.0,208.0,2.1187,239300.0,NEAR BAY,15938,0
15939,-122.41,37.73,33.0,2789.0,567.0,1682.0,552.0,3.8643,276200.0,NEAR BAY,15939,0
15940,-122.41,37.72,35.0,2104.0,434.0,1225.0,410.0,4.8214,242900.0,NEAR BAY,15940,0
15941,-122.41,37.72,32.0,1650.0,316.0,904.0,295.0,4.0583,236200.0,NEAR BAY,15941,0
15942,-122.42,37.72,37.0,2638.0,546.0,1789.0,521.0,4.0071,244700.0,NEAR BAY,15942,0
15943,-122.43,37.72,50.0,2912.0,562.0,1989.0,537.0,3.6667,252600.0,NEAR BAY,15943,0
15944,-122.43,37.72,49.0,3427.0,696.0,2363.0,661.0,3.6885,254000.0,NEAR BAY,15944,0
15945,-122.43,37.72,52.0,2206.0,478.0,1583.0,456.0,3.7105,250500.0,NEAR BAY,15945,0
15946,-122.44,37.72,52.0,2890.0,571.0,1769.0,541.0,3.8274,252000.0,NEAR BAY,15946,0
15947,-122.43,37.72,52.0,3351.0,719.0,2101.0,706.0,3.0107,242000.0,NEAR BAY,15947,0
15948,-122.43,37.73,52.0,3602.0,738.0,2270.0,647.0,3.8934,251800.0,NEAR BAY,15948,0
15949,-122.43,37.73,52.0,1494.0,306.0,1463.0,360.0,3.1786,222600.0,NEAR BAY,15949,0
15950,-122.44,37.72,49.0,1557.0,405.0,1173.0,385.0,3.4605,265000.0,NEAR BAY,15950,0
15951,-122.44,37.72,48.0,2675.0,585.0,1773.0,540.0,3.9565,268500.0,NEAR BAY,15951,0
15952,-122.45,37.72,52.0,1729.0,319.0,890.0,300.0,4.3036,261800.0,NEAR BAY,15952,0
15953,-122.44,37.72,52.0,1380.0,272.0,847.0,284.0,3.7143,260000.0,NEAR BAY,15953,0
15954,-122.45,37.71,46.0,2559.0,506.0,1562.0,498.0,4.3846,270600.0,NEAR OCEAN,15954,0
15955,-122.45,37.71,52.0,1658.0,322.0,1086.0,326.0,3.8583,261600.0,NEAR OCEAN,15955,0
15956,-122.45,37.71,41.0,1578.0,351.0,1159.0,299.0,3.9167,243600.0,NEAR OCEAN,15956,0
15957,-122.46,37.71,52.0,1580.0,337.0,1425.0,330.0,4.0547,246200.0,NEAR OCEAN,15957,0
15958,-122.46,37.71,47.0,1527.0,283.0,1102.0,282.0,4.0,231600.0,NEAR OCEAN,15958,0
15959,-122.43,37.71,35.0,2878.0,564.0,1633.0,528.0,4.5,266900.0,NEAR BAY,15959,0
15960,-122.43,37.71,52.0,1508.0,278.0,1138.0,304.0,4.0234,266500.0,NEAR BAY,15960,0
15961,-122.43,37.71,52.0,1410.0,286.0,879.0,282.0,3.1908,255600.0,NEAR BAY,15961,0
15962,-122.44,37.72,52.0,1507.0,282.0,929.0,281.0,3.8958,247700.0,NEAR BAY,15962,0
15963,-122.44,37.71,52.0,2711.0,591.0,1848.0,524.0,3.9567,251500.0,NEAR BAY,15963,0
15964,-122.44,37.71,46.0,1230.0,247.0,895.0,257.0,5.3913,248900.0,NEAR BAY,15964,0
15965,-122.44,37.71,31.0,2370.0,441.0,1524.0,470.0,5.0201,264100.0,NEAR BAY,15965,0
15966,-122.45,37.71,34.0,3131.0,669.0,2204.0,600.0,3.5536,251000.0,NEAR OCEAN,15966,0
15967,-122.4,37.72,40.0,1948.0,413.0,1434.0,396.0,3.0313,219100.0,NEAR BAY,15967,0
15968,-122.4,37.71,40.0,1883.0,397.0,1411.0,438.0,3.0469,238000.0,NEAR BAY,15968,0
15969,-122.41,37.71,47.0,2289.0,481.0,1697.0,465.0,3.4773,226300.0,NEAR BAY,15969,0
15970,-122.41,37.71,28.0,5015.0,1240.0,3900.0,1029.0,1.2269,181900.0,NEAR BAY,15970,0
15971,-122.41,37.71,40.0,2054.0,433.0,1738.0,429.0,4.9926,213900.0,NEAR BAY,15971,0
15972,-122.41,37.71,49.0,1852.0,429.0,1615.0,447.0,3.495,217800.0,NEAR BAY,15972,0
15973,-122.4,37.72,41.0,1975.0,440.0,1528.0,424.0,3.8625,218300.0,NEAR BAY,15973,0
15974,-122.4,37.72,47.0,1167.0,250.0,953.0,253.0,4.2727,241900.0,NEAR BAY,15974,0
15975,-122.45,37.77,52.0,2602.0,,1330.0,647.0,3.5435,278600.0,NEAR BAY,15975,0
15976,-122.46,37.76,52.0,2236.0,545.0,1186.0,532.0,3.4531,414300.0,NEAR BAY,15976,0
15977,-122.46,37.77,52.0,1824.0,388.0,799.0,363.0,3.75,435700.0,NEAR BAY,15977,0
15978,-122.46,37.76,52.0,1817.0,449.0,948.0,380.0,3.93,390000.0,NEAR BAY,15978,0
15979,-122.45,37.76,31.0,5283.0,1330.0,2659.0,1269.0,3.5744,500000.0,NEAR BAY,15979,0
15980,-122.46,37.76,28.0,1072.0,165.0,363.0,168.0,6.1636,367700.0,NEAR BAY,15980,0
15981,-122.46,37.75,26.0,2192.0,438.0,954.0,456.0,4.5352,374200.0,NEAR BAY,15981,0
15982,-122.47,37.76,52.0,2941.0,783.0,1545.0,726.0,2.9899,406500.0,NEAR BAY,15982,0
15983,-122.47,37.76,52.0,2680.0,740.0,1587.0,713.0,2.5933,359600.0,NEAR BAY,15983,0
15984,-122.47,37.76,49.0,2842.0,670.0,1396.0,648.0,3.2679,345700.0,NEAR BAY,15984,0
15985,-122.47,37.76,52.0,2465.0,489.0,1170.0,498.0,4.0793,306700.0,NEAR BAY,15985,0
15986,-122.47,37.76,48.0,2064.0,484.0,1055.0,467.0,2.8711,329600.0,NEAR BAY,15986,0
15987,-122.47,37.76,40.0,3525.0,941.0,1675.0,857.0,3.2083,330000.0,NEAR BAY,15987,0
15988,-122.47,37.76,52.0,4001.0,809.0,1886.0,756.0,3.3239,350000.0,NEAR BAY,15988,0
15989,-122.47,37.76,39.0,3200.0,689.0,1391.0,618.0,3.6346,338000.0,NEAR BAY,15989,0
15990,-122.47,37.75,45.0,2399.0,426.0,911.0,423.0,4.4312,361000.0,NEAR BAY,15990,0
15991,-122.47,37.75,51.0,2413.0,431.0,1095.0,437.0,4.0089,357000.0,NEAR BAY,15991,0
15992,-122.47,37.75,49.0,2747.0,472.0,1281.0,448.0,5.482,366300.0,NEAR BAY,15992,0
15993,-122.47,37.76,34.0,2807.0,487.0,1152.0,445.0,5.1893,420300.0,NEAR BAY,15993,0
15994,-122.47,37.76,48.0,2464.0,459.0,1179.0,458.0,4.4946,358600.0,NEAR BAY,15994,0
15995,-122.46,37.75,52.0,1590.0,236.0,622.0,232.0,5.8151,500001.0,NEAR BAY,15995,0
15996,-122.46,37.75,52.0,1207.0,152.0,465.0,162.0,10.7569,500001.0,NEAR BAY,15996,0
15997,-122.47,37.75,51.0,2713.0,396.0,1090.0,401.0,9.3603,500001.0,NEAR BAY,15997,0
15998,-122.47,37.75,46.0,3238.0,544.0,1293.0,470.0,6.1592,381700.0,NEAR BAY,15998,0
15999,-122.47,37.75,52.0,1598.0,285.0,689.0,265.0,4.6071,337400.0,NEAR BAY,15999,0
16000,-122.47,37.74,52.0,1538.0,305.0,819.0,319.0,4.0846,333600.0,NEAR BAY,16000,0
16001,-122.45,37.75,36.0,2303.0,381.0,862.0,371.0,6.0274,349000.0,NEAR BAY,16001,0
16002,-122.45,37.75,36.0,1997.0,356.0,772.0,348.0,4.95,322600.0,NEAR BAY,16002,0
16003,-122.45,37.75,35.0,1363.0,302.0,1786.0,301.0,3.0804,313400.0,NEAR BAY,16003,0
16004,-122.46,37.75,52.0,1849.0,287.0,695.0,258.0,6.5372,394000.0,NEAR BAY,16004,0
16005,-122.45,37.74,52.0,1596.0,276.0,642.0,273.0,4.375,349500.0,NEAR BAY,16005,0
16006,-122.46,37.74,51.0,1905.0,291.0,707.0,284.0,6.2561,431000.0,NEAR BAY,16006,0
16007,-122.45,37.74,46.0,6429.0,1093.0,2535.0,1109.0,5.0887,335100.0,NEAR BAY,16007,0
16008,-122.44,37.73,43.0,3700.0,684.0,1488.0,623.0,5.5622,313600.0,NEAR BAY,16008,0
16009,-122.45,37.74,38.0,5688.0,930.0,2263.0,908.0,6.202999999999999,346800.0,NEAR BAY,16009,0
16010,-122.46,37.74,52.0,2180.0,326.0,856.0,326.0,5.3961,416900.0,NEAR BAY,16010,0
16011,-122.46,37.74,52.0,2053.0,281.0,791.0,287.0,10.959000000000001,500001.0,NEAR BAY,16011,0
16012,-122.47,37.74,52.0,2055.0,265.0,735.0,252.0,8.1189,500001.0,NEAR BAY,16012,0
16013,-122.47,37.74,52.0,3797.0,668.0,1633.0,658.0,5.6787,363600.0,NEAR BAY,16013,0
16014,-122.47,37.74,52.0,3688.0,640.0,1605.0,567.0,4.9537,365600.0,NEAR BAY,16014,0
16015,-122.46,37.73,52.0,2673.0,349.0,876.0,338.0,7.8476,500001.0,NEAR BAY,16015,0
16016,-122.46,37.73,52.0,3547.0,506.0,1276.0,491.0,8.0069,426800.0,NEAR BAY,16016,0
16017,-122.46,37.72,52.0,2951.0,406.0,1115.0,397.0,6.7228,405200.0,NEAR OCEAN,16017,0
16018,-122.47,37.73,52.0,2134.0,277.0,936.0,285.0,5.9245,484600.0,NEAR OCEAN,16018,0
16019,-122.47,37.73,52.0,2151.0,280.0,762.0,274.0,10.7309,500001.0,NEAR OCEAN,16019,0
16020,-122.47,37.73,50.0,1653.0,252.0,641.0,224.0,10.6605,500001.0,NEAR OCEAN,16020,0
16021,-122.47,37.72,46.0,1836.0,319.0,767.0,302.0,5.9114,399000.0,NEAR OCEAN,16021,0
16022,-122.46,37.73,52.0,2401.0,346.0,812.0,328.0,6.8322,394100.0,NEAR BAY,16022,0
16023,-122.45,37.73,52.0,2510.0,438.0,1153.0,407.0,5.1238,335100.0,NEAR BAY,16023,0
16024,-122.46,37.73,52.0,2857.0,469.0,1431.0,496.0,5.2088,344200.0,NEAR BAY,16024,0
16025,-122.44,37.73,39.0,1912.0,,970.0,406.0,4.7813,275500.0,NEAR BAY,16025,0
16026,-122.44,37.73,52.0,2838.0,567.0,1411.0,526.0,3.8304,261400.0,NEAR BAY,16026,0
16027,-122.45,37.73,52.0,1350.0,241.0,752.0,246.0,3.2448,266200.0,NEAR BAY,16027,0
16028,-122.45,37.73,52.0,2035.0,424.0,1193.0,430.0,5.0634,264200.0,NEAR BAY,16028,0
16029,-122.44,37.73,46.0,3581.0,758.0,1670.0,703.0,4.1932,269200.0,NEAR BAY,16029,0
16030,-122.45,37.72,52.0,982.0,197.0,653.0,171.0,4.2167,231900.0,NEAR BAY,16030,0
16031,-122.45,37.72,46.0,1406.0,235.0,771.0,239.0,4.7143,219300.0,NEAR BAY,16031,0
16032,-122.45,37.72,47.0,1773.0,345.0,1083.0,315.0,4.475,221200.0,NEAR BAY,16032,0
16033,-122.45,37.72,51.0,2690.0,554.0,1795.0,539.0,3.6581,225000.0,NEAR BAY,16033,0
16034,-122.46,37.72,47.0,1723.0,389.0,1216.0,399.0,3.3208,238600.0,NEAR OCEAN,16034,0
16035,-122.46,37.72,49.0,1207.0,255.0,658.0,220.0,4.0859,228600.0,NEAR OCEAN,16035,0
16036,-122.46,37.72,48.0,1690.0,339.0,962.0,317.0,3.2875,221500.0,NEAR OCEAN,16036,0
16037,-122.46,37.72,45.0,2399.0,419.0,1225.0,399.0,4.0855,244100.0,NEAR OCEAN,16037,0
16038,-122.46,37.72,39.0,2254.0,,1388.0,404.0,2.9688,232000.0,NEAR OCEAN,16038,0
16039,-122.47,37.71,44.0,2547.0,511.0,1577.0,516.0,4.1939,237900.0,NEAR OCEAN,16039,0
16040,-122.47,37.71,42.0,1961.0,427.0,1211.0,409.0,3.5156,239400.0,NEAR OCEAN,16040,0
16041,-122.47,37.72,43.0,968.0,199.0,434.0,162.0,2.5333,239300.0,NEAR OCEAN,16041,0
16042,-122.47,37.72,46.0,1453.0,306.0,817.0,310.0,3.0,246700.0,NEAR OCEAN,16042,0
16043,-122.47,37.72,49.0,1690.0,307.0,770.0,294.0,4.5913,259700.0,NEAR OCEAN,16043,0
16044,-122.45,37.72,45.0,964.0,173.0,613.0,201.0,2.9119,228900.0,NEAR BAY,16044,0
16045,-122.45,37.71,45.0,2253.0,431.0,1382.0,392.0,4.2562,221600.0,NEAR OCEAN,16045,0
16046,-122.46,37.71,52.0,1642.0,351.0,1138.0,340.0,4.1406,219500.0,NEAR OCEAN,16046,0
16047,-122.46,37.71,49.0,1711.0,348.0,1138.0,325.0,2.875,225000.0,NEAR OCEAN,16047,0
16048,-122.46,37.72,37.0,1833.0,388.0,1093.0,363.0,3.0703,211800.0,NEAR OCEAN,16048,0
16049,-122.48,37.76,48.0,2660.0,616.0,1491.0,602.0,3.9758,348600.0,NEAR BAY,16049,0
16050,-122.48,37.76,48.0,2304.0,558.0,1273.0,512.0,3.275,332100.0,NEAR BAY,16050,0
16051,-122.48,37.76,52.0,2684.0,574.0,1395.0,549.0,3.9097,323800.0,NEAR BAY,16051,0
16052,-122.48,37.76,50.0,2236.0,484.0,1171.0,467.0,4.0977,322100.0,NEAR BAY,16052,0
16053,-122.48,37.76,52.0,1845.0,336.0,1015.0,337.0,4.1397,331300.0,NEAR BAY,16053,0
16054,-122.48,37.76,52.0,3260.0,653.0,1594.0,632.0,4.4094,336100.0,NEAR BAY,16054,0
16055,-122.49,37.76,52.0,1382.0,230.0,708.0,279.0,5.8096,339800.0,NEAR BAY,16055,0
16056,-122.49,37.76,52.0,2564.0,502.0,1092.0,459.0,3.5302,329600.0,NEAR BAY,16056,0
16057,-122.49,37.76,52.0,2245.0,425.0,1091.0,409.0,3.5909,331200.0,NEAR BAY,16057,0
16058,-122.49,37.76,52.0,1792.0,305.0,782.0,287.0,4.0391,332700.0,NEAR BAY,16058,0
16059,-122.49,37.76,48.0,1351.0,270.0,650.0,265.0,3.5278,339800.0,NEAR BAY,16059,0
16060,-122.49,37.76,49.0,1724.0,295.0,795.0,297.0,4.3977,353600.0,NEAR BAY,16060,0
16061,-122.49,37.76,49.0,1637.0,304.0,729.0,281.0,4.3281,323100.0,NEAR BAY,16061,0
16062,-122.48,37.75,51.0,2095.0,410.0,1126.0,429.0,4.4,318400.0,NEAR BAY,16062,0
16063,-122.48,37.75,52.0,2515.0,494.0,1583.0,477.0,4.3393,317600.0,NEAR BAY,16063,0
16064,-122.48,37.74,52.0,2453.0,508.0,1056.0,453.0,3.6859,311800.0,NEAR OCEAN,16064,0
16065,-122.48,37.75,49.0,2203.0,407.0,1052.0,405.0,4.4375,329200.0,NEAR BAY,16065,0
16066,-122.48,37.75,48.0,2555.0,548.0,1285.0,482.0,3.7734,314700.0,NEAR BAY,16066,0
16067,-122.48,37.75,52.0,2074.0,401.0,1136.0,409.0,4.7703,331000.0,NEAR BAY,16067,0
16068,-122.49,37.75,48.0,2181.0,419.0,1041.0,379.0,3.7361,320200.0,NEAR OCEAN,16068,0
16069,-122.49,37.75,47.0,2140.0,425.0,1105.0,401.0,3.7054,308500.0,NEAR OCEAN,16069,0
16070,-122.49,37.75,45.0,2341.0,461.0,1092.0,438.0,4.8036,297800.0,NEAR OCEAN,16070,0
16071,-122.49,37.75,43.0,2044.0,393.0,979.0,378.0,3.9205,319100.0,NEAR OCEAN,16071,0
16072,-122.49,37.75,48.0,2387.0,424.0,1041.0,408.0,3.7562,321200.0,NEAR OCEAN,16072,0
16073,-122.49,37.75,52.0,2226.0,385.0,1177.0,416.0,4.8516,323800.0,NEAR OCEAN,16073,0
16074,-122.49,37.74,52.0,2189.0,433.0,1147.0,420.0,3.4583,321300.0,NEAR OCEAN,16074,0
16075,-122.48,37.74,52.0,2285.0,435.0,1211.0,442.0,4.0208,323100.0,NEAR OCEAN,16075,0
16076,-122.48,37.74,52.0,2166.0,423.0,1072.0,370.0,4.131,314300.0,NEAR OCEAN,16076,0
16077,-122.48,37.74,52.0,2841.0,517.0,1372.0,517.0,3.9236,335000.0,NEAR OCEAN,16077,0
16078,-122.49,37.73,48.0,1190.0,182.0,497.0,199.0,6.2642,438500.0,NEAR OCEAN,16078,0
16079,-122.49,37.74,48.0,1186.0,213.0,487.0,207.0,3.8333,340800.0,NEAR OCEAN,16079,0
16080,-122.49,37.74,52.0,2442.0,449.0,1188.0,436.0,4.3909,317700.0,NEAR OCEAN,16080,0
16081,-122.49,37.74,52.0,2302.0,457.0,1154.0,424.0,4.5744,315200.0,NEAR OCEAN,16081,0
16082,-122.48,37.73,52.0,1597.0,240.0,566.0,231.0,5.1681,500001.0,NEAR OCEAN,16082,0
16083,-122.48,37.73,47.0,2382.0,392.0,867.0,376.0,5.2598,371500.0,NEAR OCEAN,16083,0
16084,-122.49,37.73,39.0,1937.0,336.0,742.0,307.0,5.1991,369400.0,NEAR OCEAN,16084,0
16085,-122.49,37.73,37.0,1399.0,224.0,530.0,235.0,3.9219,433300.0,NEAR OCEAN,16085,0
16086,-122.49,37.73,36.0,1821.0,292.0,742.0,298.0,5.6204,406200.0,NEAR OCEAN,16086,0
